temperature,humidity,label
60,30,1
28.64,41.25,0
29.63,40.0,0
29.91,43.85,0
60,80,1
28.85,44.42,0
30.88,44.66,0
10,30,1
10,30,1
10,30,1
29.61,43.73,0
29.34,40.17,0
29.75,43.8,0
60,30,1
29.88,40.85,0
60,30,1
30.7,41.88,0
29.89,44.08,0
10,30,1
30.3,43.81,0
30.43,43.25,0
60,30,1
10,30,1
60,30,1
10,30,1
29.58,41.32,0
60,30,1
10,80,1
10,30,1
60,80,1
28.32,43.82,0
28.3,44.75,0
28.63,41.53,0
29.9,40.03,0
30.6,43.23,0
10,80,1
60,30,1
30.56,44.04,0
29.15,41.25,0
60,80,1
10,80,1
29.63,44.06,0
10,80,1
28.22,41.47,0
30.86,43.43,0
29.96,40.27,0
28.49,40.86,0
60,30,1
10,80,1
29.56,43.86,0
29.38,40.03,0
60,80,1
10,30,1
28.49,44.61,0
29.71,42.45,0
10,80,1
29.76,44.54,0
29.01,41.06,0
28.17,42.73,0
60,30,1
10,30,1
60,80,1
30.75,41.61,0
60,80,1
28.07,44.47,0
29.56,40.65,0
28.79,44.5,0
60,30,1
29.62,42.42,0
10,80,1
60,80,1
28.77,41.95,0
60,30,1
28.69,44.62,0
10,80,1
10,80,1
10,80,1
29.86,44.78,0
60,80,1
10,30,1
60,80,1
10,30,1
10,30,1
10,30,1
30.52,40.52,0
60,30,1
10,80,1
60,30,1
60,80,1
10,30,1
10,30,1
29.72,41.06,0
28.96,44.91,0
60,30,1
10,30,1
60,30,1
60,80,1
10,30,1
10,80,1
29.79,40.41,0
29.33,43.35,0
60,30,1
28.35,41.1,0
10,30,1
60,30,1
30.48,43.76,0
10,30,1
60,80,1
29.55,41.44,0
10,30,1
29.71,42.24,0
60,80,1
60,30,1
10,30,1
29.8,42.63,0
30.04,40.48,0
60,30,1
10,80,1
28.66,42.33,0
60,80,1
30.48,42.11,0
28.81,44.8,0
29.31,43.86,0
60,30,1
10,30,1
60,30,1
10,30,1
28.08,42.13,0
28.71,41.36,0
10,80,1
28.69,43.13,0
60,80,1
10,30,1
10,30,1
28.35,43.56,0
30.96,41.06,0
60,80,1
29.65,44.35,0
60,30,1
10,30,1
10,30,1
28.38,42.76,0
29.14,44.53,0
30.89,44.25,0
30.13,44.93,0
60,30,1
28.65,40.44,0
60,30,1
28.64,41.33,0
60,80,1
28.99,41.09,0
60,80,1
30.31,41.19,0
30.71,44.63,0
60,30,1
29.13,41.3,0
30.58,44.32,0
29.23,40.47,0
30.38,44.86,0
10,80,1
60,80,1
60,30,1
29.57,41.25,0
29.53,42.94,0
60,80,1
60,30,1
30.89,40.68,0
28.41,42.94,0
28.57,44.97,0
60,30,1
60,80,1
10,30,1
29.46,40.06,0
10,80,1
30.13,40.81,0
30.35,42.24,0
60,30,1
10,80,1
29.1,40.67,0
29.61,44.27,0
10,80,1
10,30,1
29.69,43.11,0
30.86,40.65,0
60,30,1
29.85,42.79,0
10,30,1
30.08,41.77,0
28.99,44.16,0
29.41,40.06,0
60,30,1
60,80,1
29.46,44.4,0
10,80,1
30.41,40.09,0
60,30,1
28.99,44.37,0
30.0,41.28,0
28.81,43.42,0
29.2,44.98,0
30.1,44.35,0
10,80,1
60,80,1
29.65,43.9,0
10,80,1
10,80,1
30.16,41.89,0
28.94,40.93,0
29.74,40.36,0
28.84,41.09,0
28.78,43.24,0
60,80,1
60,30,1
28.36,42.71,0
10,30,1
60,80,1
28.27,44.67,0
60,30,1
30.98,44.83,0
10,30,1
60,30,1
29.26,40.96,0
10,80,1
28.38,43.07,0
29.49,40.84,0
10,80,1
10,30,1
60,80,1
30.56,41.15,0
60,30,1
29.3,44.23,0
60,30,1
30.03,41.33,0
60,80,1
60,80,1
29.8,42.51,0
29.34,40.4,0
10,30,1
29.77,42.73,0
10,30,1
60,80,1
60,80,1
29.29,40.13,0
10,80,1
29.9,44.64,0
60,80,1
60,30,1
10,80,1
28.31,44.62,0
30.13,43.65,0
10,80,1
10,80,1
29.79,44.56,0
30.99,43.02,0
60,30,1
29.71,44.33,0
28.04,42.8,0
29.07,40.62,0
60,30,1
60,30,1
28.57,42.64,0
10,30,1
28.8,43.18,0
60,80,1
60,80,1
30.58,40.49,0
10,30,1
30.86,40.87,0
60,30,1
60,30,1
28.64,43.45,0
10,80,1
10,80,1
30.23,44.77,0
29.18,44.5,0
60,30,1
60,30,1
60,80,1
60,80,1
10,80,1
10,30,1
60,30,1
29.66,40.25,0
10,30,1
29.88,44.2,0
30.21,41.07,0
30.0,44.9,0
10,30,1
29.58,40.3,0
30.28,41.76,0
60,30,1
60,30,1
10,80,1
30.49,40.86,0
28.74,43.57,0
10,30,1
29.53,40.51,0
60,80,1
28.66,41.18,0
28.94,41.44,0
60,80,1
10,80,1
29.56,42.03,0
28.99,42.32,0
30.1,40.08,0
60,30,1
29.62,43.32,0
10,80,1
30.46,44.98,0
60,30,1
29.27,41.8,0
31.0,42.82,0
60,30,1
29.64,42.84,0
10,30,1
30.57,42.04,0
10,80,1
60,80,1
28.87,42.31,0
29.65,43.63,0
30.27,42.69,0
29.4,40.46,0
30.11,40.83,0
10,80,1
10,30,1
28.38,43.69,0
10,30,1
29.04,41.04,0
30.68,44.43,0
10,30,1
10,30,1
31.0,43.87,0
10,80,1
29.37,40.92,0
29.81,42.92,0
10,30,1
28.64,43.16,0
60,80,1
10,80,1
60,30,1
10,80,1
10,30,1
60,80,1
28.2,42.06,0
28.33,41.3,0
29.54,44.42,0
60,30,1
28.29,40.79,0
60,80,1
29.99,40.77,0
29.48,43.57,0
10,80,1
60,30,1
29.34,43.53,0
29.37,42.85,0
30.93,40.65,0
29.33,44.23,0
60,30,1
60,80,1
10,80,1
60,30,1
30.38,44.37,0
10,30,1
28.23,43.9,0
60,80,1
60,80,1
28.71,43.64,0
29.66,44.17,0
28.31,44.48,0
28.94,43.04,0
29.31,43.7,0
10,30,1
10,80,1
29.33,40.99,0
60,30,1
29.88,42.87,0
60,80,1
60,30,1
60,80,1
60,80,1
30.46,43.84,0
10,30,1
28.82,41.81,0
10,80,1
29.77,41.12,0
60,30,1
10,80,1
60,80,1
30.22,42.06,0
60,30,1
28.62,43.04,0
60,30,1
29.62,43.41,0
10,80,1
10,30,1
28.48,43.79,0
60,80,1
10,80,1
30.74,40.61,0
10,30,1
29.77,41.65,0
29.95,41.3,0
30.52,43.97,0
10,80,1
30.03,41.66,0
60,30,1
29.39,43.18,0
60,80,1
60,80,1
60,30,1
10,80,1
60,80,1
29.83,44.84,0
30.11,41.78,0
60,80,1
28.07,44.79,0
60,30,1
10,30,1
10,80,1
10,80,1
10,30,1
28.57,42.63,0
60,30,1
60,30,1
10,80,1
28.27,40.36,0
30.57,43.85,0
29.62,44.86,0
28.08,41.4,0
29.28,44.65,0
30.88,42.78,0
30.41,42.99,0
29.84,43.19,0
60,80,1
30.14,40.41,0
29.26,43.01,0
30.69,42.27,0
60,80,1
28.05,42.69,0
10,80,1
29.3,41.9,0
60,80,1
29.69,42.41,0
30.46,41.75,0
60,30,1
60,80,1
10,30,1
60,30,1
29.28,40.47,0
30.82,41.32,0
10,30,1
10,30,1
60,80,1
10,30,1
60,30,1
30.1,43.57,0
10,30,1
28.35,42.39,0
60,30,1
28.65,44.75,0
28.34,43.08,0
29.83,42.17,0
60,30,1
10,30,1
10,30,1
60,80,1
30.73,42.3,0
10,80,1
60,80,1
29.89,40.31,0
28.03,41.93,0
60,30,1
29.44,41.52,0
28.73,44.85,0
10,80,1
29.77,44.81,0
60,80,1
10,80,1
60,80,1
30.14,42.3,0
30.85,42.47,0
29.06,41.53,0
28.32,42.5,0
10,80,1
28.19,41.5,0
30.9,42.01,0
29.91,41.86,0
10,80,1
10,80,1
29.88,43.96,0
10,30,1
60,80,1
29.56,41.04,0
60,30,1
10,80,1
28.18,43.36,0
60,80,1
28.61,40.65,0
10,80,1
60,80,1
60,80,1
10,80,1
10,80,1
30.14,43.84,0
29.0,43.74,0
28.35,44.14,0
60,80,1
10,30,1
10,80,1
60,80,1
30.86,43.62,0
29.64,42.76,0
30.23,44.17,0
10,30,1
29.58,44.48,0
60,30,1
10,80,1
60,80,1
30.13,42.42,0
28.6,40.78,0
29.39,42.26,0
60,80,1
28.67,40.11,0
29.53,40.02,0
60,30,1
28.31,44.85,0
10,30,1
28.12,41.51,0
10,80,1
60,80,1
60,30,1
60,30,1
29.56,41.0,0
29.05,42.21,0
60,80,1
28.66,43.74,0
60,30,1
29.7,40.97,0
30.83,43.11,0
60,80,1
60,80,1
28.52,41.32,0
29.5,42.26,0
28.99,44.6,0
10,80,1
10,80,1
30.53,43.39,0
60,80,1
60,80,1
28.26,42.46,0
60,80,1
28.56,42.09,0
10,30,1
60,80,1
10,80,1
29.67,44.06,0
60,30,1
29.35,42.11,0
10,30,1
28.54,40.66,0
60,80,1
28.39,43.55,0
30.51,43.99,0
10,30,1
29.76,44.02,0
29.7,43.81,0
30.98,44.4,0
29.54,44.5,0
30.5,41.98,0
28.3,44.86,0
29.57,44.23,0
60,80,1
10,80,1
30.28,43.22,0
29.0,40.67,0
60,80,1
60,80,1
29.66,40.31,0
29.11,41.42,0
28.48,41.57,0
10,30,1
10,30,1
28.52,44.8,0
60,80,1
60,30,1
29.44,42.97,0
10,80,1
30.97,40.36,0
60,30,1
10,30,1
60,80,1
10,80,1
30.95,44.29,0
30.45,41.57,0
60,80,1
29.73,42.2,0
60,80,1
29.35,43.52,0
60,80,1
10,30,1
10,30,1
10,30,1
30.18,42.84,0
10,80,1
10,30,1
10,80,1
30.8,44.41,0
10,30,1
28.94,40.06,0
28.82,43.67,0
28.25,42.84,0
29.51,43.02,0
10,30,1
10,80,1
28.22,43.06,0
10,30,1
30.37,41.77,0
10,80,1
10,30,1
10,30,1
10,30,1
30.53,42.53,0
10,30,1
10,30,1
60,80,1
60,80,1
30.43,44.35,0
10,30,1
30.4,41.69,0
29.99,42.73,0
30.73,42.49,0
30.85,43.2,0
10,80,1
28.22,42.85,0
60,30,1
10,30,1
29.66,41.8,0
60,80,1
29.55,43.53,0
29.14,43.36,0
29.37,42.65,0
29.71,41.26,0
10,30,1
60,30,1
30.82,43.72,0
60,30,1
29.31,43.76,0
28.4,42.16,0
10,30,1
28.56,44.87,0
60,80,1
28.99,43.87,0
60,80,1
29.67,41.16,0
60,80,1
60,80,1
10,30,1
10,30,1
10,30,1
60,30,1
30.29,41.19,0
10,80,1
10,80,1
28.02,40.09,0
28.54,41.85,0
29.2,42.92,0
30.36,43.4,0
30.52,41.58,0
29.01,44.24,0
30.92,43.21,0
28.17,41.54,0
10,80,1
28.4,40.84,0
60,30,1
28.16,41.62,0
29.87,43.2,0
10,30,1
10,30,1
29.16,40.26,0
60,30,1
10,80,1
10,80,1
29.06,44.89,0
29.19,43.3,0
60,80,1
10,30,1
10,30,1
60,30,1
60,30,1
29.39,40.36,0
10,80,1
28.31,40.56,0
30.5,43.55,0
30.24,40.67,0
29.96,43.28,0
29.92,43.14,0
28.02,41.42,0
29.32,41.46,0
10,30,1
28.11,42.46,0
10,80,1
29.5,43.1,0
28.17,43.1,0
29.68,40.74,0
30.78,44.03,0
30.8,43.9,0
60,30,1
29.49,42.99,0
28.59,41.78,0
30.51,41.23,0
10,80,1
60,80,1
29.38,40.18,0
30.8,42.67,0
30.11,41.6,0
30.74,41.02,0
29.77,44.18,0
28.94,41.64,0
30.87,43.6,0
60,80,1
30.79,40.86,0
60,30,1
60,80,1
10,30,1
30.38,40.75,0
30.65,42.48,0
29.27,43.38,0
30.86,42.71,0
10,80,1
60,80,1
10,80,1
10,80,1
30.86,41.06,0
29.09,41.13,0
10,80,1
60,80,1
60,80,1
60,80,1
28.59,40.95,0
28.13,41.7,0
60,80,1
29.73,40.15,0
30.98,43.2,0
10,30,1
60,30,1
30.1,43.03,0
60,80,1
10,80,1
30.5,42.14,0
30.97,41.32,0
60,30,1
60,30,1
60,80,1
28.75,44.06,0
28.47,44.66,0
30.0,43.89,0
29.16,42.77,0
60,30,1
29.34,44.46,0
30.87,43.33,0
10,30,1
10,80,1
28.92,43.58,0
30.02,40.7,0
60,80,1
10,80,1
10,80,1
29.58,43.36,0
29.53,41.58,0
29.74,42.86,0
30.33,43.83,0
30.06,42.91,0
10,30,1
30.58,42.8,0
60,80,1
10,80,1
30.89,43.42,0
10,30,1
29.2,40.22,0
10,30,1
10,80,1
29.3,41.15,0
28.62,41.11,0
60,80,1
28.47,43.72,0
60,30,1
60,30,1
28.38,44.84,0
30.28,41.85,0
60,80,1
30.2,43.04,0
10,30,1
60,80,1
28.92,43.06,0
60,80,1
30.69,43.08,0
60,30,1
29.97,41.05,0
30.27,43.06,0
30.99,42.61,0
30.3,40.18,0
28.74,43.48,0
10,30,1
30.2,40.5,0
30.2,42.45,0
30.76,44.33,0
60,30,1
28.28,44.95,0
28.82,44.15,0
10,80,1
10,80,1
29.22,44.62,0
29.97,43.89,0
30.18,42.31,0
60,30,1
60,80,1
29.45,40.17,0
28.9,44.02,0
10,30,1
28.58,40.99,0
10,30,1
30.58,42.86,0
60,30,1
28.74,42.25,0
29.6,43.59,0
10,30,1
29.23,44.7,0
30.73,40.38,0
60,80,1
60,80,1
29.53,42.57,0
60,80,1
29.27,40.66,0
30.18,41.09,0
60,30,1
10,30,1
10,30,1
30.5,41.77,0
60,30,1
60,30,1
30.91,43.74,0
10,80,1
10,30,1
30.38,40.74,0
30.94,41.05,0
29.92,42.76,0
10,80,1
28.36,41.11,0
28.96,42.01,0
10,80,1
60,80,1
29.49,44.32,0
28.63,41.23,0
30.76,44.2,0
60,80,1
60,80,1
60,30,1
28.92,43.59,0
29.8,44.55,0
30.96,44.02,0
10,80,1
60,30,1
10,30,1
10,80,1
60,80,1
29.08,41.39,0
30.44,40.58,0
10,80,1
10,80,1
10,80,1
29.3,40.0,0
28.19,40.69,0
10,80,1
10,80,1
10,30,1
30.48,42.43,0
30.87,42.98,0
10,30,1
10,30,1
10,30,1
60,80,1
10,30,1
29.96,43.86,0
30.97,44.41,0
60,30,1
29.32,41.5,0
60,80,1
60,80,1
30.0,40.29,0
60,80,1
28.54,41.5,0
60,30,1
10,80,1
30.27,43.34,0
60,30,1
28.13,41.03,0
28.95,43.64,0
29.93,44.43,0
60,80,1
28.65,41.17,0
30.97,40.34,0
29.43,42.17,0
30.07,42.52,0
29.97,42.19,0
10,80,1
60,30,1
29.0,40.32,0
28.33,42.45,0
10,30,1
60,30,1
29.39,41.63,0
30.34,40.2,0
29.2,43.75,0
60,30,1
29.04,40.34,0
30.05,44.58,0
30.15,42.2,0
30.02,43.95,0
28.93,42.15,0
60,30,1
10,30,1
10,30,1
10,80,1
29.62,41.88,0
60,30,1
60,30,1
28.71,41.74,0
30.18,43.14,0
60,30,1
60,30,1
29.2,41.75,0
60,80,1
60,80,1
10,80,1
30.16,41.54,0
60,30,1
60,30,1
60,30,1
60,80,1
29.11,41.16,0
29.5,44.31,0
10,30,1
10,80,1
29.64,41.96,0
28.85,40.39,0
10,30,1
28.69,43.47,0
60,30,1
60,80,1
28.76,40.06,0
10,30,1
29.32,41.19,0
60,30,1
30.0,43.64,0
28.07,40.82,0
10,30,1
10,80,1
60,30,1
30.03,43.31,0
28.55,41.66,0
10,80,1
29.82,42.03,0
10,30,1
10,80,1
29.85,42.52,0
10,80,1
30.48,41.49,0
29.84,40.06,0
30.07,44.65,0
60,80,1
10,80,1
28.16,40.82,0
30.55,41.65,0
10,80,1
60,80,1
60,80,1
10,80,1
60,30,1
60,80,1
10,80,1
29.73,40.33,0
29.67,40.89,0
60,80,1
30.45,40.21,0
60,80,1
10,80,1
30.94,44.14,0
29.4,43.84,0
60,80,1
29.5,42.04,0
60,80,1
30.54,44.71,0
30.04,41.65,0
60,30,1
10,80,1
28.82,43.46,0
30.02,43.15,0
28.45,44.04,0
29.0,42.01,0
60,80,1
30.15,43.89,0
28.37,42.21,0
60,30,1
28.69,43.4,0
60,80,1
10,80,1
10,80,1
60,30,1
29.86,43.82,0
30.64,43.76,0
10,30,1
60,80,1
29.28,41.13,0
10,30,1
29.53,44.52,0
60,30,1
29.47,41.68,0
60,30,1
60,30,1
60,80,1
10,30,1
60,30,1
29.47,42.08,0
60,30,1
10,80,1
30.84,40.85,0
10,30,1
30.78,44.27,0
60,30,1
28.3,41.61,0
29.24,41.55,0
29.04,43.17,0
29.2,42.25,0
60,80,1
29.98,42.53,0
30.59,43.33,0
60,30,1
30.35,44.74,0
30.96,40.86,0
10,30,1
10,80,1
29.51,41.52,0
10,80,1
30.73,42.95,0
60,80,1
60,30,1
60,30,1
28.86,41.86,0
30.86,41.92,0
29.64,44.98,0
60,30,1
10,80,1
30.4,43.85,0
28.51,42.82,0
30.64,41.51,0
10,80,1
30.57,42.76,0
28.83,42.43,0
60,80,1
30.15,42.59,0
10,30,1
30.42,41.15,0
28.22,41.76,0
10,30,1
10,80,1
28.0,44.73,0
10,80,1
29.44,41.14,0
10,30,1
29.14,41.46,0
10,30,1
29.63,40.52,0
10,30,1
10,80,1
30.22,42.69,0
10,80,1
29.88,42.87,0
60,80,1
10,30,1
28.78,41.93,0
10,80,1
30.12,44.73,0
10,80,1
28.23,40.9,0
28.4,44.72,0
28.29,40.83,0
29.6,42.43,0
10,80,1
29.16,42.88,0
30.16,40.15,0
30.93,40.29,0
29.51,41.05,0
10,80,1
30.71,42.05,0
29.12,41.36,0
10,80,1
60,30,1
10,30,1
60,30,1
10,30,1
10,80,1
10,80,1
10,80,1
60,30,1
28.58,43.44,0
28.82,42.95,0
10,80,1
10,30,1
29.15,43.15,0
29.57,40.24,0
30.25,43.82,0
60,80,1
10,30,1
30.15,43.55,0
29.19,43.44,0
60,30,1
10,80,1
30.29,40.86,0
10,30,1
60,80,1
60,80,1
10,80,1
28.89,44.89,0
28.84,40.44,0
28.57,41.05,0
10,80,1
30.37,43.2,0
10,30,1
29.69,41.56,0
60,30,1
30.13,42.68,0
10,80,1
30.48,42.54,0
28.05,40.89,0
60,30,1
28.01,41.34,0
30.59,44.05,0
30.57,42.3,0
10,80,1
28.54,41.67,0
29.97,40.13,0
29.69,42.27,0
60,30,1
60,80,1
30.29,44.64,0
28.5,41.34,0
28.73,40.03,0
10,30,1
29.45,41.19,0
60,30,1
29.73,43.82,0
28.01,42.32,0
29.82,43.23,0
60,30,1
60,80,1
30.87,41.96,0
28.9,40.5,0
28.63,40.55,0
28.67,41.55,0
10,80,1
29.48,41.81,0
30.84,44.19,0
30.34,44.76,0
28.58,42.43,0
30.89,44.17,0
29.34,43.86,0
29.71,43.07,0
29.07,43.55,0
10,80,1
60,30,1
30.49,40.12,0
60,30,1
30.17,40.61,0
60,80,1
30.7,43.89,0
10,30,1
29.43,43.27,0
10,80,1
29.44,43.45,0
29.2,43.84,0
60,30,1
30.27,42.34,0
29.67,42.63,0
28.77,44.48,0
60,30,1
29.62,42.53,0
29.74,42.51,0
30.27,41.97,0
10,80,1
60,80,1
30.76,42.67,0
10,80,1
10,30,1
29.12,44.65,0
28.63,42.38,0
10,80,1
28.35,41.5,0
28.42,44.28,0
60,30,1
29.21,43.14,0
60,30,1
60,80,1
29.66,43.56,0
30.69,41.98,0
30.99,42.18,0
60,80,1
10,30,1
29.35,42.06,0
30.04,42.22,0
29.97,43.32,0
29.85,40.19,0
60,30,1
30.74,44.84,0
29.25,42.82,0
10,30,1
60,30,1
28.65,40.05,0
60,30,1
30.16,41.95,0
30.44,44.9,0
30.59,44.58,0
10,30,1
28.69,42.66,0
10,30,1
30.79,44.76,0
29.81,43.11,0
10,30,1
30.23,44.07,0
29.57,41.77,0
28.91,41.56,0
29.73,43.59,0
29.55,41.7,0
28.96,44.52,0
10,80,1
28.09,40.62,0
30.88,44.23,0
10,80,1
29.08,43.78,0
30.63,41.01,0
10,80,1
28.32,40.04,0
29.64,40.42,0
28.45,41.32,0
30.78,44.31,0
60,30,1
10,80,1
60,30,1
60,80,1
60,30,1
30.38,40.13,0
60,80,1
10,80,1
10,30,1
10,80,1
28.93,40.51,0
10,80,1
10,30,1
28.68,44.82,0
30.43,43.64,0
60,30,1
28.67,43.14,0
60,30,1
60,30,1
60,30,1
60,30,1
10,30,1
60,80,1
28.22,41.28,0
10,80,1
30.81,44.87,0
29.74,41.41,0
10,80,1
60,30,1
60,80,1
29.68,43.35,0
28.35,43.41,0
30.33,44.6,0
60,80,1
28.64,43.75,0
10,30,1
29.78,43.23,0
30.37,40.24,0
29.23,40.12,0
60,80,1
10,30,1
30.48,42.22,0
28.49,41.46,0
10,80,1
30.74,44.93,0
10,80,1
29.99,41.95,0
60,80,1
28.84,44.84,0
29.62,40.73,0
28.68,42.1,0
30.39,41.87,0
10,80,1
28.89,44.17,0
30.36,44.03,0
28.96,43.48,0
60,30,1
10,30,1
28.54,42.78,0
28.01,40.1,0
60,30,1
10,80,1
60,80,1
29.96,40.21,0
60,30,1
28.01,41.42,0
10,30,1
10,80,1
60,30,1
29.74,40.43,0
29.36,42.6,0
10,80,1
60,30,1
30.72,41.07,0
28.49,44.81,0
10,80,1
60,80,1
28.57,42.01,0
10,80,1
10,80,1
10,80,1
30.88,40.61,0
29.24,40.2,0
60,30,1
28.62,44.28,0
60,80,1
30.4,44.23,0
30.31,43.95,0
60,30,1
31.0,40.99,0
30.82,40.82,0
29.86,44.5,0
28.17,41.92,0
60,30,1
10,80,1
10,30,1
60,80,1
10,80,1
10,30,1
60,80,1
60,30,1
29.39,41.94,0
10,80,1
28.69,44.25,0
28.19,40.91,0
29.32,43.93,0
30.55,40.58,0
29.4,41.27,0
30.92,41.31,0
60,80,1
10,30,1
60,30,1
60,30,1
29.53,42.01,0
10,30,1
30.62,42.02,0
29.84,43.5,0
60,30,1
10,30,1
60,80,1
60,30,1
29.75,41.88,0
60,30,1
60,80,1
30.03,43.07,0
28.56,42.66,0
29.63,40.02,0
60,30,1
60,80,1
10,30,1
29.49,42.31,0
10,30,1
60,30,1
10,80,1
29.51,41.08,0
30.04,43.89,0
60,80,1
29.75,43.43,0
60,80,1
29.66,40.39,0
30.29,44.01,0
10,80,1
30.05,41.09,0
60,30,1
30.31,43.71,0
30.85,40.52,0
28.46,41.19,0
10,30,1
60,30,1
28.31,40.82,0
28.31,41.94,0
29.6,40.1,0
10,30,1
30.84,42.26,0
30.98,42.96,0
60,80,1
30.26,40.31,0
30.31,43.68,0
29.67,40.73,0
10,30,1
30.69,44.76,0
60,30,1
29.18,42.03,0
30.73,41.11,0
30.02,41.8,0
30.01,40.56,0
10,30,1
10,30,1
10,30,1
10,80,1
60,30,1
29.34,40.92,0
30.19,44.2,0
60,80,1
60,80,1
29.6,42.02,0
10,30,1
28.55,40.46,0
30.53,41.37,0
60,30,1
28.45,42.48,0
60,80,1
60,80,1
60,30,1
29.42,42.08,0
10,80,1
60,80,1
28.22,40.71,0
60,80,1
60,30,1
60,80,1
29.25,43.68,0
30.85,42.26,0
29.93,40.62,0
60,30,1
60,30,1
60,80,1
60,30,1
28.13,40.36,0
30.05,42.53,0
30.13,42.66,0
60,30,1
29.63,40.83,0
10,30,1
60,80,1
10,30,1
60,30,1
60,80,1
28.86,44.97,0
28.48,43.68,0
60,30,1
10,30,1
29.29,42.44,0
30.42,44.07,0
29.3,43.98,0
60,80,1
60,80,1
29.39,42.19,0
29.57,43.5,0
30.98,43.63,0
60,80,1
60,30,1
10,30,1
10,30,1
30.97,40.92,0
60,30,1
10,30,1
30.77,41.48,0
10,80,1
60,80,1
10,30,1
10,80,1
30.16,44.18,0
10,30,1
60,30,1
10,80,1
28.35,43.81,0
60,80,1
30.54,43.35,0
29.45,43.17,0
29.14,41.21,0
60,30,1
28.04,42.7,0
28.8,41.58,0
10,30,1
60,30,1
10,80,1
28.62,43.7,0
60,30,1
60,80,1
10,80,1
10,30,1
29.65,41.63,0
29.16,44.19,0
10,30,1
60,30,1
29.33,40.25,0
29.55,40.33,0
30.2,44.26,0
60,30,1
60,80,1
60,80,1
28.48,41.54,0
60,30,1
10,30,1
29.23,42.94,0
60,80,1
30.8,43.51,0
60,80,1
29.79,42.76,0
29.05,44.52,0
60,30,1
29.64,41.16,0
29.07,40.98,0
28.46,40.03,0
60,30,1
10,80,1
60,30,1
29.96,43.78,0
10,80,1
10,80,1
10,30,1
10,80,1
29.77,41.47,0
28.24,41.29,0
60,30,1
30.65,43.57,0
10,80,1
29.02,41.69,0
10,80,1
31.0,42.7,0
28.93,42.0,0
28.72,43.47,0
28.0,42.69,0
30.4,44.49,0
29.98,42.42,0
10,30,1
30.39,41.64,0
28.69,40.27,0
28.55,42.88,0
10,80,1
60,30,1
60,80,1
28.91,41.18,0
10,30,1
60,80,1
10,30,1
29.29,41.14,0
60,80,1
10,30,1
10,80,1
10,30,1
10,80,1
10,30,1
10,80,1
10,30,1
10,80,1
30.41,43.77,0
60,30,1
10,80,1
29.47,41.18,0
28.06,43.56,0
29.0,43.83,0
10,30,1
29.21,44.63,0
60,30,1
60,80,1
29.98,40.61,0
28.66,44.22,0
28.79,44.36,0
10,80,1
10,30,1
10,30,1
30.9,40.02,0
29.52,41.08,0
30.23,42.36,0
60,80,1
29.93,43.28,0
28.81,40.43,0
28.95,41.59,0
60,30,1
60,30,1
10,80,1
60,30,1
60,80,1
60,30,1
30.11,42.23,0
28.08,41.7,0
29.98,44.26,0
60,30,1
10,30,1
28.27,44.85,0
28.8,41.2,0
10,80,1
28.65,41.84,0
29.37,41.94,0
29.5,40.53,0
60,80,1
60,30,1
28.88,44.79,0
10,30,1
30.39,42.05,0
30.53,44.17,0
60,30,1
10,30,1
28.21,43.29,0
28.74,44.26,0
10,30,1
10,80,1
10,80,1
60,30,1
30.05,41.89,0
60,30,1
30.49,44.89,0
10,30,1
30.93,42.12,0
60,30,1
10,80,1
10,80,1
29.94,42.44,0
60,80,1
10,30,1
28.61,40.65,0
28.37,42.74,0
30.68,40.65,0
60,80,1
10,80,1
30.08,44.79,0
29.71,43.25,0
10,80,1
29.9,40.56,0
60,30,1
28.4,44.35,0
60,80,1
29.68,44.01,0
10,80,1
28.89,44.86,0
29.09,40.54,0
10,80,1
30.76,44.74,0
30.11,44.46,0
29.83,42.66,0
28.6,42.18,0
28.38,44.09,0
29.82,44.46,0
60,30,1
30.16,43.76,0
28.17,43.31,0
60,80,1
10,30,1
29.25,44.16,0
60,80,1
60,80,1
29.75,42.02,0
60,30,1
60,30,1
29.85,40.62,0
29.5,41.11,0
10,30,1
60,80,1
30.33,41.97,0
29.52,44.04,0
30.34,43.08,0
10,80,1
60,80,1
29.72,41.59,0
29.03,41.84,0
10,80,1
30.28,42.7,0
60,80,1
28.78,42.72,0
28.08,41.31,0
29.76,40.94,0
28.89,42.47,0
30.71,42.36,0
10,80,1
29.23,41.7,0
10,30,1
10,30,1
28.02,42.96,0
28.31,41.3,0
28.55,40.5,0
28.75,43.71,0
10,30,1
60,80,1
29.93,42.78,0
28.01,44.89,0
28.59,40.57,0
60,30,1
29.07,43.55,0
60,80,1
60,30,1
60,30,1
30.51,43.5,0
60,80,1
60,30,1
10,30,1
29.89,43.16,0
10,30,1
30.71,42.76,0
10,80,1
28.48,44.04,0
30.86,42.45,0
30.95,40.03,0
29.68,41.79,0
29.67,43.46,0
30.74,43.19,0
29.58,43.54,0
10,30,1
30.34,42.97,0
60,30,1
28.37,41.81,0
29.9,42.32,0
29.08,40.9,0
60,30,1
28.84,43.76,0
60,80,1
10,30,1
29.76,40.48,0
10,30,1
10,30,1
10,80,1
60,30,1
28.07,42.43,0
30.66,42.76,0
60,30,1
28.82,44.42,0
30.08,44.47,0
29.01,40.57,0
29.58,42.54,0
30.3,40.7,0
10,80,1
60,80,1
30.32,44.87,0
29.05,40.41,0
28.31,41.64,0
10,30,1
10,80,1
29.82,43.39,0
10,30,1
60,80,1
60,30,1
28.6,42.12,0
